feature_id,d_abs,auc,spearman,boot_sign_agree,boot_rank_stability,is_candidate
adjacency_V_repRatio,0.007825321516736823,0.49780114128618547,-0.005281256515263846,1.0,0.0,False
adjacency_adjacent_sentence_overlap_adjective_lemmas,0.20637783820515038,0.564303917836435,0.14023980871380232,1.0,0.0,False
adjacency_adjacent_sentence_overlap_adjective_lemmas_normed,0.20817318136502364,0.5633629557870253,0.14238138867844155,1.0,0.0,False
adjacency_adjacent_sentence_overlap_adverb_lemmas,0.11730066506057397,0.5383414384248459,0.08661995908455772,1.0,0.0,False
adjacency_adjacent_sentence_overlap_adverb_lemmas_normed,0.14480586205596302,0.5440715165927807,0.09901475664712307,1.0,0.0,False
adjacency_adjacent_sentence_overlap_all_lemmas,0.3519145055403907,0.6116179461033358,0.2478527801153202,1.0,1.0,True
adjacency_adjacent_sentence_overlap_all_lemmas_normed,0.18107846265413766,0.561013370413927,0.14139007782260105,1.0,0.0,False
adjacency_adjacent_sentence_overlap_content_lemmas,0.34766131199901806,0.6097862242278177,0.24440707016884408,1.0,1.0,True
adjacency_adjacent_sentence_overlap_content_lemmas_normed,0.18607513562205086,0.5621773540571774,0.14405223265665013,1.0,0.0,False
adjacency_adjacent_sentence_overlap_function_lemmas,0.346551041304264,0.6103822661392122,0.2443997094596703,1.0,1.0,True
adjacency_adjacent_sentence_overlap_function_lemmas_normed,0.18886409744162463,0.5629452394254887,0.14570794250936717,1.0,0.0,False
adjacency_adjacent_sentence_overlap_noun_lemmas,0.33289204933320254,0.6071537838900237,0.23940664731144315,1.0,0.0,False
adjacency_adjacent_sentence_overlap_noun_lemmas_normed,0.201229354458171,0.5663079311292211,0.15327082848320775,1.0,0.0,False
adjacency_adjacent_sentence_overlap_verb_lemmas,0.34062081808003036,0.6071670120525412,0.23628800731380586,1.0,0.0,False
adjacency_adjacent_sentence_overlap_verb_lemmas_normed,0.21198540399946605,0.568979849306191,0.15815193253689105,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_adjective_lemmas,0.16907036849210286,0.5520967649500654,0.11591049013932087,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_adjective_lemmas_normed,0.1743497887516063,0.5522240070212879,0.11800094469784371,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_adverb_lemmas,0.10138978209656067,0.5330243797008356,0.07482982829365148,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_adverb_lemmas_normed,0.11742377927178345,0.5354977474513716,0.07965411148539331,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_all_lemmas,0.3503188563001022,0.6109015028485838,0.2457318500130675,1.0,1.0,True
adjacency_adjacent_two_sentence_overlap_all_lemmas_normed,0.18424669042255365,0.5618598288277904,0.1432464019185724,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_content_lemmas,0.3459154822913297,0.6089554177619443,0.24236170725482287,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_content_lemmas_normed,0.19099548325285562,0.5634060546390413,0.14697531917192463,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_function_lemmas,0.33971956091730826,0.6080899450310254,0.23844790403876234,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_function_lemmas_normed,0.1936089892539282,0.5642581698855555,0.14862677557250226,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_noun_lemmas,0.32857762512939825,0.6051491493188932,0.2352576668227708,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_noun_lemmas_normed,0.20908823870502807,0.5682396548203116,0.15797413604669988,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_verb_lemmas,0.32815001626458146,0.6032316057060667,0.22759799752799045,1.0,0.0,False
adjacency_adjacent_two_sentence_overlap_verb_lemmas_normed,0.22895782292843714,0.5734154260495838,0.16693866224022738,1.0,0.0,False
adjacency_binary_adjacent_sentence_overlap_adjective_lemmas,0.09092915744193333,0.5348206927103687,0.0808219936057257,1.0,0.0,False
adjacency_binary_adjacent_sentence_overlap_adverb_lemmas,0.018226860851511668,0.4986929050234383,-0.0024940777443434865,1.0,0.0,False
adjacency_binary_adjacent_sentence_overlap_all_lemmas,0.20597187973976014,0.5676313286628542,0.15612172677004515,1.0,0.0,False
adjacency_binary_adjacent_sentence_overlap_content_lemmas,0.23563083880612148,0.5755493838410691,0.17337229028339046,1.0,0.0,False
adjacency_binary_adjacent_sentence_overlap_function_lemmas,0.22021748503068345,0.571661029330068,0.16535099460724384,1.0,0.0,False
adjacency_binary_adjacent_sentence_overlap_noun_lemmas,0.25927746878438873,0.5822057640226302,0.18821985732081142,1.0,0.0,False
adjacency_binary_adjacent_sentence_overlap_verb_lemmas,0.2384087035507476,0.5747227010102154,0.17076249831331436,1.0,0.0,False
adjacency_binary_adjacent_two_sentence_overlap_adjective_lemmas,0.02969227899690888,0.5151877330772039,0.04375151760335245,1.0,0.0,False
adjacency_binary_adjacent_two_sentence_overlap_adverb_lemmas,0.03747032424477786,0.49583146228782726,-0.014619436542720864,1.0,0.0,False
adjacency_binary_adjacent_two_sentence_overlap_all_lemmas,0.22287828284980232,0.5722877111962071,0.16657710355286667,1.0,0.0,False
adjacency_binary_adjacent_two_sentence_overlap_content_lemmas,0.2519758193353631,0.5795241653691393,0.1820178786946835,1.0,0.0,False
adjacency_binary_adjacent_two_sentence_overlap_function_lemmas,0.24226786792718713,0.5780827796118984,0.17928383081781682,1.0,0.0,False
adjacency_binary_adjacent_two_sentence_overlap_noun_lemmas,0.25017624116236475,0.577631739533155,0.17864148661604004,1.0,0.0,False
adjacency_binary_adjacent_two_sentence_overlap_verb_lemmas,0.22895502031041945,0.5705573430166079,0.161668162186825,1.0,0.0,False
adjacency_morph_adjOverlap,0.20597187973976014,0.5676313286628542,0.15612172677004515,1.0,0.0,False
adjacency_morph_adjOverlap3,0.20807795682388658,0.5680420789742847,0.15706900488354208,1.0,0.0,False
adjacency_morph_adjOverlap3Ratio,0.1380919335602827,0.5231852554326017,0.06658225151692473,1.0,0.0,False
adjacency_morph_adjOverlap3TokenRatio,0.12803368034887658,0.5385322021998755,0.0864571384503665,1.0,0.0,False
adjacency_morph_adjOverlapRatio,0.12770511616143074,0.5208753243389599,0.060568626231030286,1.0,0.0,False
adjacency_morph_adjOverlapToken,0.32220994406994824,0.6028846310832259,0.23035915972712573,1.0,0.0,False
adjacency_morph_adjOverlapTokenRatio,0.06139780811576185,0.5169891016392734,0.042183479295135766,1.0,0.0,False
adjacency_morphe_adjOverlap3Token,0.3206008695437341,0.6024953335396919,0.22759684044428158,1.0,0.0,False
basic_count_C_Cnt,0.3273700306647325,0.6046864273873163,0.23358911086533807,1.0,0.0,False
basic_count_E_Cnt,0.3178773746551596,0.6020130301167187,0.22594939840019923,1.0,0.0,False
basic_count_F_Cnt,0.3419375637442918,0.6092021162928929,0.24203140572771678,1.0,0.0,False
basic_count_IC_Cnt,0.04603249334961205,0.4935276415410149,-0.04107858712530996,1.0,0.0,False
basic_count_J_Cnt,0.33531759688359913,0.6080314575239291,0.24091055417171492,1.0,0.0,False
basic_count_MA_Cnt,0.14443610889930986,0.5491292743235084,0.11037508566370491,1.0,0.0,False
basic_count_MM_Cnt,0.13243855603701912,0.5480837786210523,0.11627163815359795,1.0,0.0,False
basic_count_M_Cnt,0.1661752742401661,0.556553615230951,0.13070588661447963,1.0,0.0,False
basic_count_NNB_Cnt,0.2673410815856832,0.5832624068524154,0.18127331403687308,1.0,0.0,False
basic_count_NNG_Cnt,0.3110279226800458,0.5994898025565839,0.22261393145542474,1.0,0.0,False
basic_count_NNP_Cnt,0.002512403216478709,0.5058000147149134,0.01823302602315163,1.0,0.0,False
basic_count_NN_Cnt,0.3100055289686554,0.6010735234469933,0.22570555587679833,1.0,0.0,False
basic_count_NPP_Cnt,0.09493651388250444,0.529674174840033,0.07153171200394524,1.0,0.0,False
basic_count_NPT_Cnt,0.1694099581635525,0.5460757107479475,0.10528008503206786,1.0,0.0,False
basic_count_NP_Cnt,0.11367268992812195,0.539559806417465,0.09069371723124457,1.0,0.0,False
basic_count_NR_Cnt,0.05005687549699618,0.5157557176210626,0.04612575907030074,1.0,0.0,False
basic_count_N_Cnt,0.3136573878133645,0.6020621462817689,0.22819613463518032,1.0,0.0,False
basic_count_VA_Cnt,0.23337103364046446,0.5739884582992952,0.16180611207986756,1.0,0.0,False
basic_count_VCN_Cnt,0.14858533884502984,0.5398560300905291,0.10058298407225287,1.0,0.0,False
basic_count_VCP_Cnt,0.25366430584650523,0.5783641094740876,0.17160804634398097,1.0,0.0,False
basic_count_VV_Cnt,0.3096671435230681,0.5994972877615066,0.22325420486982286,1.0,0.0,False
basic_count_VX_Cnt,0.22514059439398554,0.5709504684618188,0.15919621177794843,1.0,0.0,False
basic_count_V_Cnt,0.33238198813399594,0.6053463897866412,0.23359750389611267,1.0,0.0,False
basic_count_X_Cnt,0.2682789610914817,0.5863783309594728,0.18694601910374792,1.0,0.0,False
basic_count_char_Cnt,0.34652793784642116,0.6101450842304982,0.24448803476670958,1.0,1.0,True
basic_count_morph_Cnt,0.329845360931238,0.6059840657654223,0.23570072204821457,1.0,0.0,False
basic_count_para_Cnt,,0.5,,0.0,0.0,False
basic_count_sentence_Cnt,0.17697545784482255,0.5602408806884095,0.1376103944458739,1.0,0.0,False
basic_count_word_Cnt,0.34897864599567346,0.6108429277737822,0.24507951406553508,1.0,1.0,True
basic_density_C_Den,0.03171520148127686,0.48975198718484647,-0.018509766580714883,1.0,0.0,False
basic_density_EF_Den,0.11075069004009917,0.4684681276695438,-0.07132894766121069,1.0,0.0,False
basic_density_E_Den,0.010374019521625,0.4950178531121748,-0.011998460645874329,1.0,0.0,False
basic_density_F_Den,0.1555721656331688,0.5426121659597128,0.09017201794144794,1.0,0.0,False
basic_density_INC_Den,0.07083687089130505,0.4933558057888285,-0.04227293876087896,1.0,0.0,False
basic_density_IT_Den,0.07342881257993045,0.4933522068047199,-0.04228689921713249,1.0,0.0,False
basic_density_JF_Den,0.02321001409669209,0.5081627648327671,0.02338158357682944,1.0,0.0,False
basic_density_J_Den,0.10524009724250487,0.5296798959656459,0.0695666588512653,1.0,0.0,False
basic_density_MAC_Den,0.1429073961074506,0.46215045994807047,-0.08770310228421235,1.0,0.0,False
basic_density_MA_Den,0.1449755384012172,0.4621449303135947,-0.08703466314928726,1.0,0.0,False
basic_density_MC_Den,0.13390333556328896,0.46237403896631635,-0.08197295817099973,1.0,0.0,False
basic_density_MMC_Den,0.003718049709764556,0.5058472959751648,0.022488808234966958,1.0,0.0,False
basic_density_MM_Den,0.005597495351900289,0.5055950339454502,0.0219879672142192,1.0,0.0,False
basic_density_M_Den,0.13558771293522046,0.4625380485019664,-0.08109107022929238,1.0,0.0,False
basic_density_NC_Den,0.05626842760776359,0.5179967856140358,0.04022944104566053,1.0,0.0,False
basic_density_NMC_Den,0.01820708129631076,0.5107535520399251,0.031944354223728356,1.0,0.0,False
basic_density_NM_Den,0.018994537017010305,0.5107216818814507,0.03186766947948681,1.0,0.0,False
basic_density_NNBC_Den,0.03696241785262113,0.5128660547197519,0.02079929702498814,1.0,0.0,False
basic_density_NNB_Den,0.030996641546979353,0.5114603523844036,0.018462534075122987,1.0,0.0,False
basic_density_NNC_Den,0.07337724075197906,0.5239089485560582,0.0512456073766322,1.0,0.0,False
basic_density_NNGC_Den,0.0677042318141103,0.49735898965163006,-0.003181551317913724,1.0,0.0,False
basic_density_NNG_Den,0.0758153837318267,0.5215982263178032,0.0487433816022182,1.0,0.0,False
basic_density_NNPC_Den,0.0677042318141103,0.49735898965163006,-0.003181551317913724,1.0,0.0,False
basic_density_NNP_Den,0.06963579114699371,0.4972888907796672,-0.0033501887794766087,1.0,0.0,False
basic_density_NN_Den,0.061814936248650636,0.5193921762828164,0.042466236112296024,1.0,0.0,False
basic_density_NPC_Den,0.061916722102000894,0.4845591580756922,-0.03299583370811614,1.0,0.0,False
basic_density_NP_Den,0.0643674629302253,0.48395401460486637,-0.03403538499674729,1.0,0.0,False
basic_density_N_Den,0.04351490895898126,0.5134335636242471,0.03142405383075131,1.0,0.0,False
basic_density_VAC_Den,0.05104638512499458,0.48900405297024685,-0.029520851355193587,1.0,0.0,False
basic_density_VA_Den,0.054016612887080484,0.48804702486148843,-0.031201969374121938,1.0,0.0,False
basic_density_VC_Den,0.03027583962300298,0.5092492698049473,0.01840029539627431,1.0,0.0,False
basic_density_VVC_Den,0.034171110952446175,0.5057495436844901,0.018256914845706382,1.0,0.0,False
basic_density_VV_Den,0.02820954771224499,0.5028888930020136,0.013630419293218643,1.0,0.0,False
basic_density_V_Den,0.02052511639709112,0.5053757962673645,0.011942077831625686,1.0,0.0,False
basic_density_XF_Den,0.1523993048240954,0.5485713058747004,0.10184595185274284,1.0,0.0,False
basic_density_X_Den,0.1576798238098239,0.5510925673717234,0.10747230575359344,1.0,0.0,False
basic_level_morph_LenAvg,0.10266246367055812,0.5303726164652243,0.06439291330970025,1.0,0.0,False
basic_level_morph_LenStd,0.05462592860661869,0.5217620246885694,0.04603211525903675,1.0,0.0,False
basic_level_word_LenAvg,0.05807934835500367,0.4929380324607801,-0.010352954615252978,1.0,0.0,False
basic_level_word_LenStd,0.09682511475464331,0.4660961400717061,-0.06969496456845262,1.0,0.0,False
readability_text_dalechall,0.11041764373654833,0.5749751045782939,0.16393903645198324,1.0,0.0,False
readability_text_flesch,0.08324387185812182,0.43546059315958824,-0.13887949188937956,1.0,0.0,False
readability_text_fleschkincaid,0.050519744059283,0.5648153180255424,0.14029377082271227,1.0,0.0,False
readability_text_oridx,0.32925692030734954,0.6049545818698164,0.23406022438803215,1.0,0.0,False
sentenceLvlRep_morph_paraNgram2Std_N2,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram2Std_N3,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram2Std_N4,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram2Std_N5,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram2Std_N6,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram2Std_N7,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram2Std_N8,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram2_N2,0.2816066300072596,0.5942330193424306,0.2101061461217276,1.0,0.0,False
sentenceLvlRep_morph_paraNgram2_N3,0.19831873992250879,0.5733547629753135,0.16523555821928124,1.0,0.0,False
sentenceLvlRep_morph_paraNgram2_N4,0.11679321027167469,0.5511299369982617,0.11625930861681207,1.0,0.0,False
sentenceLvlRep_morph_paraNgram2_N5,0.06267671015791627,0.5359279946947407,0.08169597447511752,1.0,0.0,False
sentenceLvlRep_morph_paraNgram2_N6,0.02521165412191025,0.5226754295424259,0.05453633239671654,1.0,0.0,False
sentenceLvlRep_morph_paraNgram2_N7,0.006481310836473741,0.5136449829552953,0.03623863879886208,1.0,0.0,False
sentenceLvlRep_morph_paraNgram2_N8,0.002734796821965402,0.5057856738649708,0.020378130056096424,1.0,0.0,False
sentenceLvlRep_morph_paraNgram3Std_N2,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram3Std_N3,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram3Std_N4,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram3Std_N5,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram3Std_N6,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram3Std_N7,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram3Std_N8,,0.5,,0.0,0.0,False
sentenceLvlRep_morph_paraNgram3_N2,0.24303620047122287,0.5796547767878577,0.1795462261678811,1.0,0.0,False
sentenceLvlRep_morph_paraNgram3_N3,0.1608009457962647,0.5557559575883122,0.1279433388668902,1.0,0.0,False
sentenceLvlRep_morph_paraNgram3_N4,0.08057222186671494,0.5304886010729882,0.07378235228629101,1.0,0.0,False
sentenceLvlRep_morph_paraNgram3_N5,0.04158423296015428,0.513954759216841,0.04106898468234061,1.0,0.0,False
sentenceLvlRep_morph_paraNgram3_N6,0.0213238286404476,0.5047927673996926,0.01733997978838815,1.0,0.0,False
sentenceLvlRep_morph_paraNgram3_N7,0.018561276452507398,0.5026786357336186,0.010738222704492198,1.0,0.0,False
sentenceLvlRep_morph_paraNgram3_N8,0.01628131365896282,0.5009142154122308,0.005850115323487397,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2Std_N2,0.049380281412593416,0.5545656263839825,0.11753613154287026,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2Std_N3,0.0393155515287629,0.5342078770283161,0.07611568494644115,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2Std_N4,0.014057944682222108,0.5012054196566564,-0.002950068785485696,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2Std_N5,0.018581123266637533,0.5047038932152246,0.007603246536472828,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2Std_N6,0.0353327990325259,0.5199633851633213,0.040439692482554995,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2Std_N7,0.049784643204783145,0.5313534996479501,0.06569929411259808,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2Std_N8,0.06166317217455924,0.5409045568615986,0.08628105845409118,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2_N2,0.03322054546989161,0.5459799586215459,0.10316354012157125,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2_N3,0.02864965141754324,0.5325933129490231,0.0752611167913241,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2_N4,0.02082394280150943,0.5204428343764721,0.04861758577098321,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2_N5,0.015646981539292584,0.5160254945318945,0.03706977558540139,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2_N6,0.007797395644553737,0.5136964809553093,0.033625682517145684,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2_N7,0.005555856355700881,0.510608485699421,0.02823323431302098,1.0,0.0,False
sentenceLvlRep_morph_sentNgram2_N8,0.00340687630746436,0.5048776753567757,0.017345381048858573,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3Std_N2,0.035073238182129485,0.5464925817068024,0.1015222987452767,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3Std_N3,0.001906258522189485,0.5031008317199811,0.0016196958477466342,0.0,0.0,False
sentenceLvlRep_morph_sentNgram3Std_N4,0.04304775222921585,0.5242450784574338,0.049439170206213544,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3Std_N5,0.08111506298262829,0.5395614826207051,0.08274042624380057,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3Std_N6,0.09689118000489881,0.546404986315886,0.09799764406418886,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3Std_N7,0.10085125028518863,0.548487171751664,0.10263015296773284,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3Std_N8,0.10469036049611015,0.5501692535073202,0.10567044599790057,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3_N2,0.05137373045875419,0.5442071349870444,0.1010647052802822,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3_N3,0.044973482572272815,0.5307459008935049,0.07316089509238023,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3_N4,0.024774634209893807,0.5217511752729184,0.052746990457873434,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3_N5,0.012619323122584965,0.5122210535491901,0.035474104611981055,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3_N6,0.01008278761179918,0.5045589383592863,0.016388678187464468,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3_N7,0.01651704283659349,0.5026580294510641,0.01052647824576405,1.0,0.0,False
sentenceLvlRep_morph_sentNgram3_N8,0.02144886498016879,0.5009177920994261,0.005822271915267258,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2Avg_N2,0.04218710530106495,0.4918953400047198,-0.013038213410706549,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2Avg_N3,0.05204477120759206,0.49130230449389745,-0.013742074169032604,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2Avg_N4,0.047564147858019566,0.4970953797526683,-0.002887521475052772,0.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2Avg_N5,0.037571365051038634,0.5026883620548668,0.008576364499703138,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2Avg_N6,0.021872660784411052,0.5056080116386286,0.016425003899209648,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2Avg_N7,0.013069350620373994,0.503853813568197,0.015328341711954805,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2Avg_N8,0.007033411103358607,0.500785371820597,0.007551023094153381,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2_N2,0.07946601733125593,0.5268201541660348,0.06200277602038271,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2_N3,0.03187611603733236,0.5122006494619832,0.03140324177693863,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2_N4,0.01164354357483197,0.5088499313651416,0.022815645222765805,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2_N5,0.007667604068339982,0.5086265058070554,0.021692210303897723,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2_N6,0.01054616446597156,0.5074683283165728,0.02122965759716955,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2_N7,0.012394749020582782,0.5044533178398068,0.017279513154776854,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap2_N8,0.01328956733832288,0.500972417931937,0.008368784821630622,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap3Avg_N2,0.034766064959098994,0.501679044168556,0.008422953958739557,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap3Avg_N3,0.049854577435617525,0.5039730933184455,0.016378411969482035,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap3Avg_N4,0.038129529132196575,0.5021257076521741,0.009963543451135343,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap3Avg_N5,0.027460420626382424,0.49948930140750253,0.001578073485835297,1.0,0.0,False
sentenceLvlRep_morph_sentNgramOverlap3Avg_N6,0.006474801583579272,0.5004453615406317,0.003981318513103675,0.0,0.0,False
